,id,retweet_count,favorite_count
947,751251247299190784,6471,13438
948,751205363882532864,2018,6780
949,751132876104687617,1436,5463
950,750868782890057730,1529,5149
951,750719632563142656,5562,14200
952,750506206503038976,1266,4789
953,750429297815552001,4755,14159
954,750383411068534784,1251,4867
955,750381685133418496,35,741
956,750147208377409536,1064,3319
957,750132105863102464,1394,3895
958,750117059602808832,1429,4627
959,750101899009982464,926,3263
960,750086836815486976,599,2330
961,750071704093859840,3676,8426
962,750056684286914561,978,3361
963,750041628174217216,680,3410
964,750026558547456000,870,2910
965,750011400160841729,1001,3478
966,749996283729883136,888,3242
967,749981277374128128,2697,5493
968,749774190421639168,1438,4988
969,749417653287129088,1835,6545
970,749403093750648834,601,2814
971,749395845976588288,3809,9231
972,749317047558017024,2438,5889
973,749075273010798592,2277,6183
974,749064354620928000,1664,5142
975,749036806121881602,860,3321
976,748977405889503236,3751,11521
977,748932637671223296,2477,6269
978,748705597323898880,1037,2963
979,748699167502000129,1760,5085
980,748692773788876800,1460,4541
981,748575535303884801,2190,6504
982,748568946752774144,737,2334
983,748346686624440324,1358,5593
984,748337862848962560,4531,8255
985,748324050481647620,842,3978
986,748307329658011649,788,3935
987,748220828303695873,8551,15127
988,747963614829678593,2366,6212
989,747933425676525569,2796,7104
990,747885874273214464,1091,3164
991,747844099428986880,819,3006
992,747816857231626240,1278,5196
993,747651430853525504,172,1478
994,747648653817413632,6406,13803
995,747600769478692864,600,2485
996,747594051852075008,1156,3945
997,747512671126323200,1738,5953
998,747461612269887489,1134,4140
999,747439450712596480,2111,5826
1000,747242308580548608,3158,0
1001,747219827526344708,1732,5653
1002,747204161125646336,1006,3621
1003,747103485104099331,4390,10261
1004,746906459439529985,328,3090
1005,746872823977771008,2357,6405
1006,746818907684614144,1884,5666
1007,746790600704425984,1743,5204
1008,746757706116112384,4263,10225
1009,746726898085036033,1962,6467
1010,746542875601690625,2046,5385
1011,746521445350707200,1076,0
1012,746507379341139972,1181,4958
1013,746369468511756288,1810,6608
1014,746131877086527488,2409,7369
1015,746056683365994496,899,3790
1016,745789745784041472,1166,4324
1017,745712589599014916,2542,7465
1018,745433870967832576,2781,7582
1019,745422732645535745,2669,9166
1020,745314880350101504,3036,7655
1021,745074613265149952,3853,8360
1022,745057283344719872,2502,7731
1023,744995568523612160,689,3185
1024,744971049620602880,2949,8404
1025,744709971296780288,1700,5976
1026,744334592493166593,2344,7217
1027,744234799360020481,76960,127703
1028,744223424764059648,409,1814
1029,743980027717509120,1190,4429
1030,743895849529389061,1045,3896
1031,743835915802583040,2289,0
1032,743609206067040256,1505,4788
1033,743595368194129920,7179,19705
1034,743545585370791937,1024,3760
1035,743510151680958465,4039,8438
1036,743253157753532416,1324,4512
1037,743222593470234624,2085,6610
1038,743210557239623680,1492,4092
1039,742534281772302336,3876,7518
1040,742528092657332225,2174,4740
1041,742465774154047488,4237,7736
1042,742423170473463808,4154,10505
1043,742385895052087300,2169,7249
1044,742161199639494656,1503,4630
1045,742150209887731712,1699,5489
1046,741793263812808706,1648,4859
1047,741743634094141440,3017,8722
1048,741438259667034112,913,3917
1049,741303864243200000,3528,9355
1050,741099773336379392,6038,10713
1051,741067306818797568,3374,10059
1052,740995100998766593,3019,6828
1053,740711788199743490,1018,3634
1054,740699697422163968,850,3021
1055,740676976021798912,7438,19343
1056,740373189193256964,14537,37000
1057,740365076218183684,477,2642
1058,740359016048689152,931,3518
1059,740214038584557568,2145,7138
1060,739979191639244800,6464,21270
1061,739932936087216128,1179,4321
1062,739844404073074688,928,4034
1063,739623569819336705,1492,4063
1064,739606147276148736,1808,5739
1065,739544079319588864,23409,42396
1066,739485634323156992,3209,7680
1067,739238157791694849,50588,73028
1068,738891149612572673,6,114
1069,738885046782832640,1240,4012
1070,738883359779196928,886,3559
1071,738537504001953792,1706,5428
1072,738402415918125056,930,3487
1073,738184450748633089,1323,4601
1074,738166403467907072,3722,9363
1075,738156290900254721,719,2694
1076,737826014890496000,1930,5616
1077,737800304142471168,3772,10639
1078,737678689543020544,1458,5378
1079,737445876994609152,4863,10996
1080,737322739594330112,880,3843
1081,737310737551491075,8067,15644
1082,736736130620620800,1896,4602
1083,736392552031657984,8111,18909
1084,736365877722001409,1362,4254
1085,736225175608430592,3010,8666
1086,736010884653420544,3243,8423
1087,735991953473572864,1255,3830
1088,735648611367784448,1192,4278
1089,735635087207878657,2576,6593
1090,735274964362878976,5528,13847
1091,735256018284875776,965,3571
1092,735137028879360001,1052,3332
1093,734912297295085568,560,2912
1094,734787690684657664,6854,13367
1095,734776360183431168,587,2667
1096,734559631394082816,431,1592
1097,733828123016450049,848,3825
1098,733822306246479872,1099,3910
1099,733482008106668032,1035,3344
1100,733460102733135873,1396,4472
1101,733109485275860992,17250,45224
1102,732732193018155009,583,2594
1103,732726085725589504,961,3753
1104,732585889486888962,840,3920
1105,732375214819057664,2738,8587
1106,732005617171337216,5940,15860
1107,731285275100512256,1073,3708
1108,731156023742988288,1386,4078
1109,730924654643314689,2160,6508
1110,730573383004487680,2346,5231
1111,730427201120833536,1131,3685
1112,730211855403241472,1147,4066
1113,730196704625098752,2092,5186
1114,729854734790754305,1219,4274
1115,729838605770891264,418,1809
1116,729823566028484608,1345,4239
1117,729463711119904772,2498,6167
1118,729113531270991872,359,2003
1119,728986383096946689,889,3370
1120,728760639972315136,1845,4962
1121,728751179681943552,739,2963
1122,728653952833728512,1135,3526
1123,728409960103686147,2187,5235
1124,728387165835677696,1040,3902
1125,728046963732717569,1275,4580
1126,728035342121635841,1817,4820
1127,728015554473250816,1192,4351
1128,727685679342333952,691,3121
1129,727644517743104000,1903,6268
1130,727524757080539137,1329,4754
1131,727314416056803329,811,3528
1132,727286334147182592,888,3229
1133,727175381690781696,1488,4108
1134,727155742655025152,1438,3861
1135,726935089318363137,2659,7313
1136,726887082820554753,1634,4071
1137,726828223124897792,1094,3772
1138,726224900189511680,1261,4691
1139,725842289046749185,2874,7483
1140,725786712245440512,1475,4419
1141,725729321944506368,1934,5504
1142,725458796924002305,675,1494
1143,724983749226668032,1420,3935
1144,724771698126512129,693,2511
1145,724405726123311104,1790,5635
1146,724049859469295616,1920,4603
1147,724046343203856385,605,2826
1148,724004602748780546,1725,4444
1149,723912936180330496,1326,4122
1150,723688335806480385,3233,8189
1151,723673163800948736,968,3217
1152,723179728551723008,2042,5626
1153,722974582966214656,1709,4366
1154,722613351520608256,1779,5252
1155,721503162398597120,2039,4953
1156,721001180231503872,664,2678
1157,720785406564900865,841,3309
1158,720775346191278080,740,2631
1159,720415127506415616,1616,4376
1160,720389942216527872,2739,6807
1161,720340705894408192,1055,3051
1162,720059472081784833,1229,4133
1163,720043174954147842,2176,5199
1164,719991154352222208,1905,5129
1165,719704490224398336,1576,4848
1166,719551379208073216,2103,5361
1167,719367763014393856,800,2962
1168,719339463458033665,1354,4682
1169,719332531645071360,1037,3625
1170,718971898235854848,1194,3707
1171,718939241951195136,1908,5556
1172,718631497683582976,8779,20086
1173,718613305783398402,524,2597
1174,718540630683709445,1097,2643
1175,718460005985447936,577,2873
1176,718454725339934721,1634,5175
1177,718246886998687744,543,2047
1178,718234618122661888,1085,4108
1179,717841801130979328,647,2596
1180,717790033953034240,1220,3067
1181,717537687239008257,2000,6116
1182,717428917016076293,494,1699
1183,717421804990701568,919,3347
1184,717047459982213120,2064,6642
1185,717009362452090881,1058,3475
1186,716802964044845056,1270,4526
1187,716791146589110272,1505,5861
1188,716730379797970944,460,1303
1189,716447146686459905,6382,13908
1190,716439118184652801,238,2505
1191,716285507865542656,1182,2950
1192,716080869887381504,1885,5183
1193,715928423106027520,951,3389
1194,715758151270801409,1544,3962
1195,715733265223708672,1842,4956
1196,715704790270025728,610,2970
1197,715696743237730304,1402,4146
1198,715680795826982913,1760,4589
1199,715360349751484417,1706,5803
1200,715342466308784130,742,3211
1201,715220193576927233,710,2563
1202,715200624753819648,2043,5443
1203,715009755312439296,1340,4426
1204,714982300363173890,1122,3985
1205,714962719905021952,4640,7814
1206,714957620017307648,1539,4390
1207,714631576617938945,1084,3469
1208,714606013974974464,1011,3840
1209,714485234495041536,1262,2884
1210,714258258790387713,778,3189
1211,714251586676113411,915,3471
1212,714214115368108032,952,2405
1213,714141408463036416,1521,4561
1214,713919462244790272,845,3474
1215,713909862279876608,594,2031
1216,713900603437621249,808,2996
1217,713761197720473600,1492,5183
1218,713411074226274305,1399,4686
1219,713177543487135744,3082,7638
1220,713175907180089344,1570,4737
1221,712809025985978368,7297,19752
1222,712717840512598017,5428,13132
1223,712668654853337088,1317,4421
1224,712438159032893441,1697,5650
1225,712309440758808576,25,260
1226,712097430750289920,1124,4029
1227,712092745624633345,978,3123
1228,712085617388212225,527,3432
1229,712065007010385924,678,2404
1230,711998809858043904,136,0
1231,711968124745228288,2509,8547
1232,711743778164514816,1072,3014
1233,711732680602345472,4486,9461
1234,711694788429553666,19823,34889
1235,711652651650457602,995,4111
1236,711363825979756544,1230,3884
1237,711306686208872448,795,3518
1238,711008018775851008,678,3184
1239,710997087345876993,1508,4832
1240,710844581445812225,746,2701
1241,710833117892898816,585,2859
1242,710658690886586372,613,2452
1243,710609963652087808,2549,5093
1244,710588934686908417,2040,4848
1245,710296729921429505,800,2514
1246,710283270106132480,560,2259
1247,710272297844797440,1373,4807
1248,710269109699739648,1223,2552
1249,710153181850935296,970,3088
1250,710140971284037632,973,2942
1251,710117014656950272,2161,5843
1252,709918798883774466,1162,3165
1253,709901256215666688,108,713
1254,709852847387627521,1295,3724
1255,709566166965075968,1312,3754
1256,709556954897764353,1157,3483
1257,709519240576036864,261,1579
1258,709449600415961088,644,2365
1259,709409458133323776,757,2788
1260,709225125749587968,625,2544
1261,709207347839836162,6345,13402
1262,709198395643068416,694,2561
1263,709179584944730112,731,2142
1264,709158332880297985,453,2179
1265,709042156699303936,1788,5064
1266,708853462201716736,711,1906
1267,708845821941387268,976,3155
1268,708834316713893888,547,1809
1269,708810915978854401,7568,17551
1270,708738143638450176,885,2908
1271,708711088997666817,793,2714
1272,708479650088034305,739,2705
1273,708469915515297792,890,3269
1274,708400866336894977,10985,17010
1275,708356463048204288,1462,3839
1276,708349470027751425,802,2504
1277,708149363256774660,1676,4535
1278,708130923141795840,913,3603
1279,708119489313951744,1061,2858
1280,708109389455101952,588,2057
1281,708026248782585858,2089,4640
1282,707995814724026368,1220,3307
1283,707983188426153984,2,51
1284,707969809498152960,1054,2871
1285,707776935007539200,1028,3489
1286,707741517457260545,661,2645
1287,707738799544082433,2690,4357
1288,707693576495472641,1086,3645
1289,707629649552134146,955,2747
1290,707610948723478529,6982,18020
1291,707420581654872064,757,2425
1292,707411934438625280,650,2422
1293,707387676719185920,1418,3730
1294,707377100785885184,1172,3501
1295,707315916783140866,698,2626
1296,707297311098011648,869,2936
1297,707059547140169728,737,2737
1298,707038192327901184,872,2338
1299,707021089608753152,1492,4322
1300,707014260413456384,647,2448
1301,706904523814649856,8525,15509
1302,706901761596989440,654,2201
1303,706681918348251136,1054,3532
1304,706644897839910912,1189,2743
1305,706593038911545345,684,2296
1306,706538006853918722,1536,3681
1307,706516534877929472,1122,3298
1308,706346369204748288,1001,3662
1309,706310011488698368,8703,22835
1310,706291001778950144,511,1805
1311,706265994973601792,996,2899
1312,706169069255446529,2421,4164
1313,706166467411222528,1754,5482
1314,706153300320784384,420,1593
1315,705975130514706432,804,3306
1316,705970349788291072,971,3344
1317,705898680587526145,615,2525
1318,705786532653883392,578,2078
1319,705591895322394625,1256,3375
1320,705475953783398401,1003,3156
1321,705442520700944385,1797,4742
1322,705428427625635840,1844,4068
1323,705239209544720384,818,3193
1324,705223444686888960,878,2745
1325,705102439679201280,560,2291
1326,705066031337840642,659,2314
1327,704871453724954624,1210,4541
1328,704859558691414016,594,2399
1329,704847917308362754,1672,5441
1330,704819833553219584,1095,2822
1331,704761120771465216,3158,7072
1332,704499785726889984,1086,3132
1333,704491224099647488,92,816
1334,704480331685040129,1153,3624
1335,704364645503647744,3867,8567
1336,704347321748819968,385,1685
1337,704134088924532736,508,1614
1338,704113298707505153,613,1977
1339,704054845121142784,999,3113
1340,703774238772166656,508,1966
1341,703769065844768768,1238,3506
1342,703631701117943808,752,2770
1343,703611486317502464,1655,4110
1344,703425003149250560,1506,4053
1345,703407252292673536,760,2626
1346,703382836347330562,1245,3736
1347,703356393781329922,421,2031
1348,703268521220972544,608,2100
1349,703079050210877440,3370,7868
1350,703041949650034688,13671,28179
1351,702932127499816960,788,2764
1352,702899151802126337,490,1724
1353,702684942141153280,1174,3426
1354,702671118226825216,610,2332
1355,702598099714314240,3573,11025
1356,702539513671897089,1049,3057
1357,702332542343577600,1692,3414
1358,702321140488925184,1128,3493
1359,702276748847800320,832,2640
1360,702217446468493312,1460,5123
1361,701981390485725185,1077,3669
1362,701952816642965504,1110,4055
1363,701889187134500865,1501,3797
1364,701805642395348998,1843,3656
1365,701601587219795968,500,2225
1366,701570477911896070,1020,2999
1367,701545186879471618,663,2822
1368,701214700881756160,5574,13037
1369,700890391244103680,626,2368
1370,700864154249383937,667,2762
1371,700847567345688576,542,2595
1372,700796979434098688,1043,2587
1373,700747788515020802,10226,24377
1374,700518061187723268,871,2808
1375,700505138482569216,623,2429
1376,700462010979500032,1962,4421
1377,700167517596164096,813,2826
1378,700151421916807169,718,2392
1379,700143752053182464,3004,8044
1380,700062718104104960,756,2814
1381,700029284593901568,634,2204
1382,700002074055016451,1462,3528
1383,699801817392291840,1048,3250
1384,699788877217865730,540,2392
1385,699779630832685056,1348,2956
1386,699775878809702401,665,2093
1387,699691744225525762,5001,10928
1388,699446877801091073,2846,6331
1389,699434518667751424,556,2316
1390,699423671849451520,361,1463
1391,699413908797464576,673,2199
1392,699370870310113280,478,2004
1393,699323444782047232,943,3369
1394,699088579889332224,684,2381
1395,699079609774645248,713,2608
1396,699072405256409088,1292,3198
1397,699060279947165696,1975,4029
1398,699036661657767936,1301,2780
1399,698989035503689728,1072,3613
1400,698953797952008193,981,2890
1401,698907974262222848,678,2707
1402,698710712454139905,750,2640
1403,698703483621523456,412,1548
1404,698635131305795584,372,1371
1405,698549713696649216,672,2470
1406,698355670425473025,490,1993
1407,698342080612007937,1034,2419
1408,698262614669991936,2187,5065
1409,698195409219559425,6510,17887
1410,698178924120031232,801,2991
1411,697995514407682048,362,1627
1412,697990423684476929,1406,3504
1413,697943111201378304,754,2564
1414,697881462549430272,1293,3220
1415,697630435728322560,587,1862
1416,697616773278015490,1097,3360
1417,697596423848730625,1375,3233
1418,697575480820686848,551,2178
1419,697516214579523584,1232,2211
1420,697482927769255936,740,2587
1421,697463031882764288,1503,3641
1422,697270446429966336,2027,4978
1423,697259378236399616,1086,3503
1424,697255105972801536,1264,3220
1425,697242256848379904,729,2687
1426,696900204696625153,1118,3409
1427,696894894812565505,735,2505
1428,696886256886657024,1950,5160
1429,696877980375769088,777,2610
1430,696754882863349760,388,1573
1431,696744641916489729,1029,2218
1432,696713835009417216,709,2535
1433,696518437233913856,1847,4160
1434,696490539101908992,162,1303
1435,696488710901260288,1128,2710
1436,696405997980676096,1240,3430
1437,696100768806522880,722,2071
1438,695816827381944320,1278,3198
1439,695794761660297217,850,3401
1440,695767669421768709,812,1994
1441,695629776980148225,2293,4877
1442,695446424020918272,1972,4654
1443,695409464418041856,3887,9187
1444,695314793360662529,1604,3892
1445,695095422348574720,671,2810
1446,695074328191332352,1204,3033
1447,695064344191721472,655,1717
1448,695051054296211456,857,2844
1449,694925794720792577,999,2880
1450,694905863685980160,1021,2954
1451,694669722378485760,15743,38083
1452,694356675654983680,315,1610
1453,694352839993344000,675,2172
1454,694342028726001664,531,1681
1455,694329668942569472,544,2141
1456,694206574471057408,2223,4470
1457,694183373896572928,1012,3138
1458,694001791655137281,1127,3614
1459,693993230313091072,438,1998
1460,693942351086120961,404,1845
1461,693647888581312512,646,2874
1462,693644216740769793,142,1432
1463,693642232151285760,454,2711
1464,693629975228977152,873,2614
1465,693622659251335168,403,1643
1466,693590843962331137,2143,5405
1467,693582294167244802,278,1754
1468,693486665285931008,683,1889
1469,693280720173801472,1358,3588
1470,693267061318012928,894,2546
1471,693262851218264065,548,2383
1472,693231807727280129,800,3057
1473,693155686491000832,3493,8423
1474,693109034023534592,670,1834
1475,693095443459342336,504,2002
1476,692919143163629568,809,2848
1477,692905862751522816,955,2600
1478,692901601640583168,661,1907
1479,692894228850999298,878,2426
1480,692828166163931137,960,3070
1481,692752401762250755,3959,7292
1482,692568918515392513,1674,4637
1483,692535307825213440,1480,3404
1484,692530551048294401,457,1970
1485,692423280028966913,253,1576
1486,692417313023332352,3794,9981
1487,692187005137076224,892,2693
1488,692158366030913536,868,2296
1489,692142790915014657,427,1752
1490,692041934689402880,1386,3629
1491,692017291282812928,1044,3055
1492,691820333922455552,1800,4207
1493,691793053716221953,4582,8662
1494,691756958957883396,1117,3079
1495,691675652215414786,552,2072
1496,691483041324204033,618,2527
1497,691459709405118465,1251,4332
1498,691444869282295808,927,2829
1499,691416866452082688,8338,20650
1500,691321916024623104,718,2752
1501,691096613310316544,977,3161
1502,691090071332753408,368,1820
1503,690989312272396288,3136,6304
1504,690959652130045952,1373,3815
1505,690938899477221376,2179,4415
1506,690932576555528194,1113,3501
1507,690735892932222976,1396,4030
1508,690728923253055490,569,2314
1509,690690673629138944,863,2486
1510,690649993829576704,304,1396
1511,690607260360429569,18,308
1512,690597161306841088,656,2097
1513,690400367696297985,494,1992
1514,690374419777196032,942,3473
1515,690360449368465409,972,2836
1516,690348396616552449,557,1603
1517,690248561355657216,450,1801
1518,690021994562220032,1129,2983
1519,690015576308211712,807,2679
1520,690005060500217858,1846,3904
1521,689999384604450816,411,1524
1522,689993469801164801,502,1570
1523,689977555533848577,487,1455
1524,689905486972461056,758,2588
1525,689877686181715968,1296,3219
1526,689835978131935233,822,2311
1527,689661964914655233,1011,3411
1528,689659372465688576,4252,11087
1529,689623661272240129,710,2389
1530,689599056876867584,6030,12419
1531,689557536375177216,505,2194
1532,689517482558820352,1564,3621
1533,689289219123089408,1012,2402
1534,689283819090870273,1207,3510
1535,689280876073582592,785,2131
1536,689275259254616065,268,1235
1537,689255633275777024,1173,2733
1538,689154315265683456,1099,3264
1539,689143371370250240,562,2164
1540,688916208532455424,951,2911
1541,688908934925697024,842,2263
1542,688898160958271489,857,2242
1543,688894073864884227,763,2378
1544,688828561667567616,403,1467
1545,688804835492233216,214,1022
1546,688789766343622656,727,2365
1547,688547210804498433,766,2783
1548,688519176466644993,797,2462
1549,688385280030670848,4857,9929
1550,688211956440801280,914,2371
1551,688179443353796608,642,2259
1552,688116655151435777,857,3006
1553,688064179421470721,392,1830
1554,687841446767013888,2768,5839
1555,687826841265172480,1242,2913
1556,687818504314159109,1040,2665
1557,687807801670897665,764,2549
1558,687732144991551489,717,1881
1559,687704180304273409,920,2602
1560,687664829264453632,562,2071
1561,687494652870668288,626,2046
1562,687480748861947905,272,1706
1563,687476254459715584,589,2108
1564,687460506001633280,590,2179
1565,687399393394311168,684,2027
1566,687317306314240000,10012,21468
1567,687312378585812992,2079,4649
1568,687127927494963200,2503,5827
1569,687124485711986689,555,2313
1570,687109925361856513,2700,6195
1571,687102708889812993,1082,2491
1572,687096057537363968,665,2392
1573,686947101016735744,3470,9191
1574,686760001961103360,1499,3754
1575,686749460672679938,1598,3701
1576,686730991906516992,1309,4432
1577,686683045143953408,880,2995
1578,686618349602762752,1486,3925
1579,686606069955735556,590,2011
1580,686394059078897668,748,1873
1581,686386521809772549,967,3472
1582,686377065986265092,616,2365
1583,686358356425093120,750,2342
1584,686286779679375361,1818,4272
1585,686050296934563840,805,2353
1586,686035780142297088,133,1232
1587,686034024800862208,1278,3326
1588,686007916130873345,457,2633
1589,686003207160610816,698,1943
1590,685973236358713344,585,2255
1591,685943807276412928,669,1744
1592,685906723014619143,3179,8035
1593,685681090388975616,138,2167
1594,685667379192414208,630,2496
1595,685663452032069632,1602,3463
1596,685641971164143616,848,3128
1597,685547936038666240,17147,35186
1598,685532292383666176,1263,3250
1599,685325112850124800,4374,10138
1600,685321586178670592,708,2826
1601,685315239903100929,1181,3569
1602,685307451701334016,481,2206
1603,685268753634967552,1327,3316
1604,685198997565345792,732,2486
1605,685169283572338688,1561,4373
1606,684969860808454144,422,2522
1607,684959798585110529,3439,7277
1608,684940049151070208,1147,3437
1609,684926975086034944,517,3741
1610,684914660081053696,1599,3735
1611,684902183876321280,582,2000
1612,684880619965411328,901,2240
1613,684830982659280897,23603,37474
1614,684800227459624960,1087,2893
1615,684594889858887680,3868,9539
1616,684588130326986752,1540,4392
1617,684567543613382656,1349,3208
1618,684538444857667585,1053,2827
1619,684481074559381504,1277,4128
1620,684460069371654144,608,2110
1621,684241637099323392,3603,8707
1622,684225744407494656,230,1323
1623,684222868335505415,1516,4106
1624,684200372118904832,1125,2319
1625,684195085588783105,567,2044
1626,684188786104872960,1285,3713
1627,684177701129875456,736,2152
1628,684147889187209216,1636,3174
1629,684122891630342144,519,2124
1630,684097758874210310,1572,4381
1631,683857920510050305,1221,4052
1632,683852578183077888,384,2054
1633,683849932751646720,1069,2796
1634,683834909291606017,1208,2795
1635,683828599284170753,1154,2983
1636,683773439333797890,1482,3570
1637,683742671509258241,3642,6950
1638,683515932363329536,3180,7864
1639,683498322573824003,1050,3372
1640,683481228088049664,1087,2808
1641,683462770029932544,730,2599
1642,683449695444799489,1756,4157
1643,683391852557561860,2610,8122
1644,683357973142474752,1030,3144
1645,683142553609318400,1142,3067
1646,683111407806746624,995,3625
1647,683098815881154561,717,2312
1648,683078886620553216,615,2115
1649,683030066213818368,803,2300
1650,682962037429899265,18294,39537
1651,682808988178739200,201,1886
1652,682788441537560576,1223,2630
1653,682750546109968385,479,1623
1654,682697186228989953,393,1401
1655,682662431982772225,1173,3250
1656,682638830361513985,656,2193
1657,682429480204398592,1270,3655
1658,682406705142087680,1932,8083
1659,682393905736888321,747,2381
1660,682389078323662849,509,1782
1661,682303737705140231,1090,3286
1662,682259524040966145,1336,4448
1663,682242692827447297,1296,3470
1664,682088079302213632,10860,19561
1665,682059653698686977,1855,5292
1666,682047327939461121,1056,3426
1667,682032003584274432,2207,7021
1668,682003177596559360,1665,3361
1669,681981167097122816,1127,2958
1670,681891461017812993,905,2633
1671,681694085539872773,4426,13622
1672,681679526984871937,488,1872
1673,681654059175129088,1015,2815
1674,681610798867845120,517,2039
1675,681579835668455424,1434,3790
1676,681523177663676416,6369,15270
1677,681340665377193984,303,1749
1678,681339448655802368,4434,9904
1679,681320187870711809,832,2831
1680,681302363064414209,2002,4212
1681,681297372102656000,1048,3397
1682,681281657291280384,1205,3426
1683,681261549936340994,299,1553
1684,681242418453299201,593,1594
1685,681231109724700672,527,2549
1686,681193455364796417,1627,3956
1687,680970795137544192,723,2587
1688,680959110691590145,2166,4840
1689,680940246314430465,1155,3434
1690,680934982542561280,481,2210
1691,680913438424612864,677,2548
1692,680889648562991104,399,1877
1693,680836378243002368,1455,3670
1694,680805554198020098,723,2311
1695,680801747103793152,899,2523
1696,680798457301471234,1136,3043
1697,680609293079592961,781,2808
1698,680583894916304897,1462,3838
1699,680497766108381184,2083,4509
1700,680494726643068929,526,1826
1701,680473011644985345,813,2701
1702,680440374763077632,552,1543
1703,680221482581123072,316,1550
1704,680206703334408192,1280,3014
1705,680191257256136705,557,2284
1706,680176173301628928,1704,4156
1707,680161097740095489,799,2464
1708,680145970311643136,1897,3852
1709,680130881361686529,1037,2441
1710,680115823365742593,995,2887
1711,680100725817409536,1494,3798
1712,680085611152338944,9712,13603
1713,680070545539371008,960,2734
1714,680055455951884288,7788,17774
1715,679877062409191424,702,2091
1716,679872969355714560,721,2312
1717,679862121895714818,682,2624
1718,679854723806179328,1350,3051
1719,679844490799091713,850,2522
1720,679828447187857408,15305,38575
1721,679777920601223168,1221,3285
1722,679736210798047232,874,2226
1723,679729593985699840,900,2305
1724,679722016581222400,513,1762
1725,679530280114372609,2260,5063
1726,679527802031484928,796,2815
1727,679511351870550016,1397,3592
1728,679503373272485890,1611,3361
1729,679475951516934144,698,2235
1730,679462823135686656,20546,33790
1731,679405845277462528,1314,2531
1732,679158373988876288,8841,22867
1733,679148763231985668,1120,2949
1734,679132435750195208,1263,3154
1735,679111216690831360,2788,6336
1736,679062614270468097,8954,18162
1737,679047485189439488,745,2392
1738,679001094530465792,1342,2999
1739,678991772295516161,1279,2473
1740,678969228704284672,503,1743
1741,678800283649069056,982,2731
1742,678798276842360832,1294,3701
1743,678774928607469569,1005,2955
1744,678767140346941444,1491,3751
1745,678764513869611008,522,1734
1746,678755239630127104,3605,7586
1747,678740035362037760,1858,3983
1748,678708137298427904,2648,5902
1749,678675843183484930,1621,3047
1750,678643457146150913,466,2173
1751,678446151570427904,1715,4242
1752,678424312106393600,2774,5746
1753,678410210315247616,1984,4498
1754,678399652199309312,30052,61480
1755,678396796259975168,456,1685
1756,678389028614488064,456,1981
1757,678380236862578688,984,2574
1758,678341075375947776,586,1830
1759,678334497360859136,290,1375
1760,678278586130948096,6596,12162
1761,678255464182861824,405,1676
1762,678023323247357953,422,2039
1763,678021115718029313,6908,14567
1764,677961670166224897,1821,3607
1765,677918531514703872,443,1425
1766,677895101218201600,2297,5116
1767,677716515794329600,1057,3224
1768,677700003327029250,1560,3584
1769,677698403548192770,347,1294
1770,677687604918272002,912,2614
1771,677673981332312066,1621,3534
1772,677662372920729601,1058,2065
1773,677644091929329666,865,1985
1774,677573743309385728,791,2260
1775,677565715327688705,494,1363
1776,677557565589463040,1264,2574
1777,677547928504967168,3938,7332
1778,677530072887205888,243,1125
1779,677335745548390400,1940,3226
1780,677334615166730240,320,1431
1781,677331501395156992,257,1147
1782,677328882937298944,1627,3838
1783,677314812125323265,584,1739
1784,677301033169788928,446,1315
1785,677269281705472000,764,2096
1786,677228873407442944,1767,3738
1787,677187300187611136,994,2888
1788,676975532580409345,1159,2927
1789,676957860086095872,875,2326
1790,676949632774234114,427,1369
1791,676948236477857792,944,2294
1792,676946864479084545,409,1794
1793,676942428000112642,826,2191
1794,676936541936185344,5314,13411
1795,676916996760600576,1936,3131
1796,676897532954456065,785,2372
1797,676864501615042560,777,2220
1798,676821958043033607,16891,24325
1799,676819651066732545,716,1896
1800,676811746707918848,457,1495
1801,676776431406465024,2169,5260
1802,676617503762681856,1063,3053
1803,676613908052996102,209,1147
1804,676606785097199616,473,1981
1805,676603393314578432,421,1231
1806,676593408224403456,2327,4819
1807,676590572941893632,138,971
1808,676588346097852417,864,2460
1809,676582956622721024,305,1267
1810,676575501977128964,1212,2720
1811,676533798876651520,600,1976
1812,676496375194980353,576,1594
1813,676470639084101634,5042,12242
1814,676440007570247681,722,1808
1815,676430933382295552,373,1468
1816,676263575653122048,588,2178
1817,676237365392908289,318,1283
1818,676219687039057920,33514,78841
1819,676215927814406144,633,1827
1820,676191832485810177,1105,2394
1821,676146341966438401,719,2011
1822,676121918416756736,1254,2252
1823,676101918813499392,1244,2946
1824,676098748976615425,1552,3169
1825,676089483918516224,462,1377
1826,675898130735476737,621,1718
1827,675891555769696257,942,2235
1828,675888385639251968,1035,2499
1829,675878199931371520,1509,4391
1830,675870721063669760,610,1726
1831,675853064436391936,1400,2824
1832,675849018447167488,164,990
1833,675845657354215424,959,2398
1834,675822767435051008,572,1599
1835,675820929667219457,246,1101
1836,675798442703122432,3639,10765
1837,675781562965868544,511,1690
1838,675740360753160193,371,1217
1839,675710890956750848,895,1987
1840,675707330206547968,742,2087
1841,675706639471788032,103,672
1842,675534494439489536,449,1900
1843,675531475945709568,413,1235
1844,675522403582218240,305,1083
1845,675517828909424640,489,1374
1846,675501075957489664,6240,17955
1847,675497103322386432,1390,3289
1848,675489971617296384,638,1356
1849,675483430902214656,1040,1929
