,id,retweet_count,favorite_count
657,790337589677002753,2097,8518
658,790277117346975746,3605,13679
659,790227638568808452,4014,0
660,789986466051088384,2604,10085
661,789960241177853952,4666,0
662,789903600034189313,4640,11338
663,789628658055020548,1995,8202
664,789599242079838210,2175,7378
665,789530877013393408,3795,12818
666,789314372632018944,2583,9371
667,789280767834746880,5562,0
668,789268448748703744,2903,9930
669,789137962068021249,3130,10579
670,788908386943430656,13921,29825
671,788765914992902144,11554,29874
672,788552643979468800,8111,0
673,788412144018661376,5945,16976
674,788178268662984705,2379,7876
675,788150585577050112,1459,6694
676,788070120937619456,3827,0
677,788039637453406209,1489,6692
678,787810552592695296,3425,9446
679,787717603741622272,3116,11124
680,787397959788929025,3182,11803
681,787322443945877504,1958,8490
682,787111942498508800,7519,0
683,786963064373534720,8975,28930
684,786729988674449408,2718,0
685,786709082849828864,6821,19811
686,786664955043049472,2880,11615
687,786595970293370880,3474,10233
688,786363235746385920,3931,11875
689,786286427768250368,3211,8686
690,786233965241827333,5358,16682
691,786051337297522688,173,1561
692,786036967502913536,7913,0
693,785927819176054784,3538,12364
694,785872687017132033,2047,7271
695,785639753186217984,2480,8504
696,785533386513321988,2253,9916
697,785515384317313025,1418,6640
698,785264754247995392,1839,7898
699,785170936622350336,5449,13157
700,784826020293709826,3606,11030
701,784517518371221505,2846,9760
702,784431430411685888,1437,6187
703,784183165795655680,9041,21879
704,784057939640352768,12497,32533
705,783839966405230592,12115,32697
706,783821107061198850,2205,8006
707,783695101801398276,3602,11351
708,783466772167098368,2526,9197
709,783391753726550016,6175,18361
710,783347506784731136,6293,0
711,783334639985389568,13128,31767
712,783085703974514689,2481,8839
713,782969140009107456,8237,26234
714,782747134529531904,1561,8108
715,782722598790725632,6030,18747
716,782598640137187329,2101,8456
717,782305867769217024,6228,18110
718,782021823840026624,6982,0
719,781955203444699136,3760,12047
720,781661882474196992,3030,11349
721,781655249211752448,1252,4345
722,781524693396357120,6193,22542
723,781308096455073793,2849,7746
724,781251288990355457,2349,9164
725,781163403222056960,3045,10607
726,780931614150983680,8224,23499
727,780858289093574656,2231,7803
728,780800785462489090,1452,5992
729,780601303617732608,3721,13128
730,780543529827336192,1939,6833
731,780496263422808064,4154,0
732,780476555013349377,131,0
733,780459368902959104,1186,5729
734,780192070812196864,2505,9451
735,780092040432480260,2572,0
736,780074436359819264,5580,13302
737,779834332596887552,7913,20642
738,779377524342161408,3480,9580
739,779124354206535695,20546,0
740,779123168116150273,4071,12808
741,779056095788752897,5056,16060
742,778990705243029504,8143,21752
743,778774459159379968,11123,0
744,778764940568104960,408,929
745,778748913645780993,1491,7485
746,778650543019483137,1670,6267
747,778624900596654080,1130,5041
748,778408200802557953,4859,14788
749,778396591732486144,13671,0
750,778383385161035776,1226,6337
751,778286810187399168,3694,11255
752,778039087836069888,2950,9185
753,778027034220126208,1813,7118
754,777953400541634568,3929,0
755,777885040357281792,1832,6891
756,777684233540206592,3286,12174
757,777641927919427584,4755,0
758,777621514455814149,2785,9505
759,777189768882946048,4825,15508
760,776819012571455488,15305,0
761,776813020089548800,1345,5283
762,776477788987613185,3132,9605
763,776249906839351296,10225,0
764,776218204058357768,17797,32520
765,776201521193218049,2808,10390
766,776113305656188928,4851,12729
767,776088319444877312,169,1988
768,775898661951791106,17250,0
769,775842724423557120,2991,12695
770,775733305207554048,4465,15000
771,775729183532220416,5102,13999
772,775364825476165632,3325,8057
773,775350846108426240,4370,11007
774,775085132600442880,5265,16828
775,774757898236878852,1964,9231
776,774639387460112384,1939,7266
777,774314403806253056,6223,23565
778,773985732834758656,4329,11634
779,773922284943896577,1925,6919
780,773704687002451968,1825,7135
781,773670353721753600,1440,5759
782,773547596996571136,6860,23871
783,773336787167145985,5677,0
784,773308824254029826,8310,25129
785,773247561583001600,3567,10159
786,773191612633579521,4573,10800
787,772877495989305348,4320,9297
788,772826264096874500,2586,8636
789,772615324260794368,3745,0
790,772581559778025472,1883,6997
791,772193107915964416,1544,6497
792,772152991789019136,1249,4080
793,772117678702071809,814,4047
794,772114945936949249,524,2930
795,772102971039580160,1027,4330
796,771908950375665664,2108,7100
797,771770456517009408,3775,12989
798,771500966810099713,2907,8932
799,771380798096281600,5677,11393
800,771171053431250945,8399,0
801,771136648247640064,3245,9943
802,771102124360998913,1594,6724
803,771014301343748096,1835,7436
804,771004394259247104,245,0
805,770787852854652928,1361,5362
806,770772759874076672,1569,5608
807,770743923962707968,50588,0
808,770655142660169732,1933,7919
809,770414278348247044,2286,6790
810,770293558247038976,1656,6741
811,770093767776997377,3374,0
812,770069151037685760,2558,8182
813,769940425801170949,10721,33996
814,769695466921623552,1850,6905
815,769335591808995329,8525,0
816,769212283578875904,1903,5831
817,768970937022709760,7261,15590
818,768909767477751808,3004,0
819,768855141948723200,991,4537
820,768609597686943744,1342,4448
821,768596291618299904,1411,5423
822,768554158521745409,6464,0
823,768473857036525572,3806,14694
824,768193404517830656,3929,11785
825,767884188863397888,1558,5126
826,767754930266464257,5984,17307
827,767500508068192258,2587,8076
828,767191397493538821,4239,13264
829,767122157629476866,3165,10913
830,766864461642756096,6284,0
831,766793450729734144,1509,5482
832,766714921925144576,426,2802
833,766693177336135680,875,4354
834,766423258543644672,1761,6501
835,766313316352462849,2090,7316
836,766078092750233600,2874,0
837,766069199026450432,968,4618
838,766008592277377025,550,4029
839,765719909049503744,2388,7805
840,765669560888528897,1352,5596
841,765395769549590528,3758,28446
842,765371061932261376,2384,7637
843,765222098633691136,3745,12535
844,764857477905154048,1957,6921
845,764259802650378240,1689,6531
846,763956972077010945,59,795
847,763837565564780549,4628,13625
848,763183847194451968,1641,5838
849,763167063695355904,3348,0
850,763103485927849985,2517,7932
851,762699858130116608,4014,13155
852,762471784394268675,7214,12179
853,762464539388485633,4666,11162
854,762316489655476224,1249,5209
855,762035686371364864,17292,34497
856,761976711479193600,2233,5831
857,761750502866649088,4374,0
858,761745352076779520,949,4594
859,761672994376806400,32160,53395
860,761599872357261312,1301,4452
861,761371037149827077,19823,0
862,761334018830917632,1605,5621
863,761292947749015552,1217,4821
864,761227390836215808,1713,5741
865,761004547850530816,3827,12160
866,760893934457552897,1073,4113
867,760656994973933572,2126,7127
868,760641137271070720,1431,5339
869,760539183865880579,4009,8172
870,760521673607086080,1544,4556
871,760290219849637889,12693,28861
872,760252756032651264,954,4243
873,760190180481531904,2002,6149
874,760153949710192640,36,0
875,759943073749200896,2310,6400
876,759923798737051648,6284,15830
877,759846353224826880,2194,7243
878,759793422261743616,2107,6429
879,759566828574212096,23409,0
880,759557299618865152,1295,5072
881,759447681597108224,2718,9166
882,759446261539934208,539,1800
883,759197388317847553,2146,6530
884,759159934323924993,1297,0
885,759099523532779520,4633,15662
886,759047813560868866,2227,7024
887,758854675097526272,988,3820
888,758828659922702336,4231,12033
889,758740312047005698,1764,6159
890,758474966123810816,1094,4108
891,758467244762497024,2459,5167
892,758405701903519748,2119,5596
893,758355060040593408,1195,3688
894,758099635764359168,11123,20697
895,758041019896193024,413,2926
896,757741869644341248,3588,7414
897,757729163776290825,8954,0
898,757725642876129280,1345,4877
899,757611664640446465,1231,4898
900,757597904299253760,322,0
901,757596066325864448,1172,4684
902,757400162377592832,7539,16327
903,757393109802180609,1927,6284
904,757354760399941633,1571,4863
905,756998049151549440,2196,6743
906,756939218950160384,2217,7153
907,756651752796094464,1462,5461
908,756526248105566208,3995,11209
909,756303284449767430,1195,4253
910,756288534030475264,19286,45872
911,756275833623502848,1695,6936
912,755955933503782912,3185,7891
913,755206590534418437,5932,17712
914,755110668769038337,12216,22833
915,754874841593970688,8841,0
916,754856583969079297,2775,7389
917,754747087846248448,574,2772
918,754482103782404096,2142,5704
919,754449512966619136,813,4033
920,754120377874386944,2573,8427
921,753655901052166144,2406,6294
922,753420520834629632,3931,8515
923,753398408988139520,2111,6229
924,753375668877008896,2572,8193
925,753298634498793472,6369,0
926,753294487569522689,1151,3668
927,753039830821511168,23089,39913
928,753026973505581056,1074,4187
929,752932432744185856,7519,13581
930,752917284578922496,1731,7391
931,752701944171524096,3180,0
932,752682090207055872,1775,6455
933,752660715232722944,1735,4745
934,752568224206688256,2517,5964
935,752519690950500352,3786,7932
936,752334515931054080,1216,4104
937,752309394570878976,18366,0
938,752173152931807232,2038,6401
939,751950017322246144,1025,3311
940,751937170840121344,1480,5606
941,751830394383790080,2158,6233
942,751793661361422336,3217,6305
943,751598357617971201,3333,8491
944,751583847268179968,1229,4740
945,751538714308972544,1398,5413
946,751456908746354688,1094,3442
